"ngknow"	"ngfinance"	"knowraw"	"L.I.scale"	"typeofedu"	"country"	"phighedu"	"father_edu"	"mother_edu"	"gender"	"age"	"study_year"	"study_year_numeric"	"work_experience"	"PL_home_size"	"CZ_home_size"	"typeofedu.country"	"L.E.axis"	"matrix_economic"	"matrix_social"	"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"
"pl164"	4	2	17	2	"SSHA"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	25	"MA_2"	5	"1_year+"	">500k"	NA	"SSHA.PL"	4	3	2	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1
"pl165"	-8	-4	11	1	"SSHA"	"PL"	"HE:none"	"<=vocational"	"high_school"	"female"	23	"MA_1"	4	"No_experience"	"<10k"	NA	"SSHA.PL"	5	2	2	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0
"pl166"	18	8	24	-3	"SSHA"	"PL"	"HE:none"	"<=vocational"	"<=vocational"	"male"	23	"MA_1"	4	"1_year+"	"<10k"	NA	"SSHA.PL"	6	3	2	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
"pl167"	14	6	22	3	"SSHA"	"PL"	"HE:one"	"high_school"	"higher_edu"	"female"	23	"MA_1"	4	"1_year+"	">500k"	NA	"SSHA.PL"	4	3	1	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
"pl168"	4	0	17	0	"SSHA"	"PL"	"HE:one"	"higher_edu"	"high_school"	"female"	25	"MA_2"	5	"1_year+"	">500k"	NA	"SSHA.PL"	5	3	2	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1
"pl169"	8	2	19	-1	"SSHA"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	24	"MA_2"	5	"1_year+"	">500k"	NA	"SSHA.PL"	6	3	3	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1
"pl170"	2	-2	16	3	"SSHA"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	19	"BA_1"	1	"No_experience"	"<10k"	NA	"SSHA.PL"	6	3	3	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1
"pl171"	-4	-2	13	1	"SSHA"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_1"	1	"No_experience"	">500k"	NA	"SSHA.PL"	5	3	4	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1
"pl172"	4	8	17	4	"SSHA"	"PL"	"HE:one"	"high_school"	"higher_edu"	"male"	20	"BA_1"	1	"Up_to_1_year"	"100k-500k"	NA	"SSHA.PL"	8	2	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1
"pl173"	6	4	18	4	"SSHA"	"PL"	"HE:none"	"high_school"	"high_school"	"female"	24	"MA_1"	4	"1_year+"	"10k-100k"	NA	"SSHA.PL"	7	2	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1
"pl174"	6	-2	18	-7	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	20	"BA_1"	1	"Up_to_1_year"	"100k-500k"	NA	"EBMF.PL"	4	3	1	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
"pl175"	12	8	21	-3	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	22	"BA_2"	2	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	5	3	2	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
"pl176"	14	10	22	0	"EBMF"	"PL"	"HE:none"	"high_school"	"high_school"	"male"	21	"BA_2"	2	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	2	3	2	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1
"pl177"	12	6	21	1	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	20	"BA_1"	1	"Up_to_1_year"	"100k-500k"	NA	"EBMF.PL"	4	3	2	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1
"pl178"	0	2	15	3	"EBMF"	"PL"	"HE:none"	"high_school"	"high_school"	"female"	20	"BA_1"	1	"No_experience"	"10k-100k"	NA	"EBMF.PL"	3	2	3	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1
"pl179"	14	10	22	-2	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_3"	3	"Up_to_1_year"	"<10k"	NA	"EBMF.PL"	5	3	2	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"pl180"	-4	-2	13	1	"EBMF"	"PL"	"HE:both"	"higher_edu"	"PHD+"	"female"	22	"BA_3"	3	"Up_to_1_year"	NA	NA	"EBMF.PL"	6	3	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0
"pl181"	10	2	20	1	"EBMF"	"PL"	"HE:one"	"<=vocational"	"higher_edu"	"female"	22	"BA_2"	2	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	4	2	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1
"pl182"	NA	NA	NA	3	NA	"PL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"pl183"	4	0	17	-3	"EBMF"	"PL"	"HE:one"	"<=vocational"	"higher_edu"	"female"	20	"BA_1"	1	"No_experience"	"10k-100k"	NA	"EBMF.PL"	3	4	3	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1
"pl184"	12	8	21	-1	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_3"	3	"No_experience"	">500k"	NA	"EBMF.PL"	3	3	2	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
"pl185"	12	8	21	-1	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	23	"BA_3"	3	"No_experience"	"100k-500k"	NA	"EBMF.PL"	4	3	1	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1
"pl186"	16	8	23	1	"EBMF"	"PL"	"HE:one"	"high_school"	"higher_edu"	"female"	22	"BA_3"	3	"Up_to_1_year"	"<10k"	NA	"EBMF.PL"	4	3	2	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
"pl187"	6	2	18	-5	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	20	"BA_1"	1	"1_year+"	"100k-500k"	NA	"EBMF.PL"	6	3	2	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0
"pl188"	4	4	17	0	"EBMF"	"PL"	"HE:one"	"high_school"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	"<10k"	NA	"EBMF.PL"	6	2	3	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1
"pl189"	16	6	23	-1	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_2"	2	"1_year+"	">500k"	NA	"EBMF.PL"	4	4	2	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1
"pl190"	14	2	22	-2	"SSHA"	"PL"	"HE:none"	"<=vocational"	"<=vocational"	"male"	21	"BA_2"	2	"Up_to_1_year"	"<10k"	NA	"SSHA.PL"	2	3	2	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1
"pl191"	-8	0	11	0	"STEM"	"PL"	"HE:none"	"high_school"	"high_school"	"male"	21	"BA_2"	2	"Up_to_1_year"	"10k-100k"	NA	"STEM.PL"	7	2	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0
"pl192"	2	-4	16	1	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"1_year+"	"10k-100k"	NA	"STEM.PL"	6	3	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1
"pl193"	-2	-2	14	0	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"1_year+"	"10k-100k"	NA	"STEM.PL"	5	3	1	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1
"pl194"	2	-2	16	-1	"STEM"	"PL"	"HE:none"	"high_school"	"high_school"	"male"	21	"BA_2"	2	"No_experience"	"<10k"	NA	"STEM.PL"	3	3	3	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0
"pl195"	12	6	21	-3	"STEM"	"PL"	"HE:one"	"higher_edu"	"high_school"	"male"	21	"BA_2"	2	"No_experience"	">500k"	NA	"STEM.PL"	3	3	3	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1
"pl196"	0	4	15	-4	"STEM"	"PL"	NA	NA	NA	NA	NA	"BA_2"	2	NA	NA	NA	"STEM.PL"	3	3	3	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1
"pl197"	0	4	15	1	"EBMF"	"PL"	"HE:one"	"<=vocational"	"higher_edu"	"female"	22	"BA_2"	2	"No_experience"	">500k"	NA	"EBMF.PL"	5	2	2	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1
"pl198"	14	8	22	1	"STEM"	"PL"	"HE:one"	"<=vocational"	"higher_edu"	"male"	21	"BA_2"	2	"No_experience"	"10k-100k"	NA	"STEM.PL"	3	1	3	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
"pl199"	2	-2	16	1	"STEM"	"PL"	NA	NA	NA	"male"	20	"BA_2"	2	"1_year+"	">500k"	NA	"STEM.PL"	4	3	3	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0
"pl200"	2	0	16	-4	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	24	"BA_2"	2	"1_year+"	"100k-500k"	NA	"EBMF.PL"	3	3	1	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0
"pl201"	-2	0	14	-1	"STEM"	"PL"	NA	NA	NA	NA	NA	"BA_2"	2	"No_experience"	"10k-100k"	NA	"STEM.PL"	NA	NA	NA	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1
"pl202"	0	0	15	-3	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"Up_to_1_year"	"10k-100k"	NA	"STEM.PL"	2	3	3	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
"pl203"	10	8	20	-3	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"No_experience"	"10k-100k"	NA	"STEM.PL"	3	3	3	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1
"pl204"	-8	-8	11	1	"STEM"	"PL"	"HE:none"	"<=vocational"	"high_school"	"male"	21	"BA_2"	2	"Up_to_1_year"	"10k-100k"	NA	"STEM.PL"	5	2	2	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0
"pl205"	0	2	15	-1	"STEM"	"PL"	"HE:none"	"high_school"	"high_school"	"female"	21	"BA_2"	2	"Up_to_1_year"	"100k-500k"	NA	"STEM.PL"	4	3	3	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1
"pl206"	0	0	15	-2	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	NA	"10k-100k"	NA	"STEM.PL"	2	4	2	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1
"pl207"	-2	2	14	0	"STEM"	"PL"	NA	NA	NA	"female"	21	"BA_2"	2	NA	"<10k"	NA	"STEM.PL"	1	4	3	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1
