"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"g59"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	1	0	0	0	0	0	1	0	NA	1	1	NA	0	1	1	1	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	2	4	2	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
"g60"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	7	4	2	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"g61"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"g62"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"g63"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
"g64"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	6	3	2	"vocational"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g65"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	4	4	4	"higher_edu"	"PHD+"	"BA_2"	"Energetics"	"No_experience"	"100k-500k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g66"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	2	3	4	"high_school"	"high_school"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g67"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g68"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	NA	0	1	1	1	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	2	2	"PHD+"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	1	0
"g69"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	">500k"	NA	"female"	NA	"STEM"	"STEM"	1	0
"g70"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	NA	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	1	0
"g71"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	4	2	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"100k-500k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g72"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	7	4	3	"vocational"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g73"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	1	0
"g74"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	3	3	3	"high_school"	"high_school"	"BA_2"	"Energetics"	"No_experience"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g75"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	"100k-500k"	1994	"female"	21	"STEM"	"STEM"	1	0
"g76"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	NA	0	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	"100k-500k"	1994	"male"	21	"STEM"	"STEM"	1	0
"g77"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	5	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g78"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	7	2	2	"high_school"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g79"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	0	NA	NA	NA	0	NA	NA	NA	NA	NA	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
"g80"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	"high_school"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k"	1994	"female"	21	"STEM"	"STEM"	1	0
"g81"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	3	4	3	"PHD+"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	NA	1994	"male"	21	"STEM"	"STEM"	0	0
"g82"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	"Up_to_1_year"	"100k-500k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g83"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	4	2	3	"higher_edu"	NA	"BA_2"	"Energetics"	"1_year+"	"<10k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g84"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	2	4	4	"vocational"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g85"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	7	2	2	"high_school"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g86"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	6	2	3	"PHD+"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g87"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	5	2	4	"PHD+"	"higher_edu"	"BA_2"	"Energetics"	"1_year+"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	1
"g88"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	1	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	"1_year+"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	1	0
"g89"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	3	3	2	"high_school"	"high_school"	"BA_2"	"Energetics"	"No_experience"	"<10k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g91"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	5	3	3	"vocational"	"higher_edu"	"BA_1"	"Art"	"1_year+"	">500k"	1991	"female"	24	"Art"	"SSHA"	0	0
"g92"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	5	4	1	"primary"	"vocational"	"BA_1"	"Art"	"1_year+"	"<10k-100k"	1992	"male"	23	"Art"	"SSHA"	0	0
"g93"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	5	3	2	"vocational"	"vocational"	"BA_1"	"Art"	"1_year+"	"100k-500k"	1994	NA	21	"Art"	"SSHA"	0	0
"g94"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	7	2	3	"higher_edu"	"higher_edu"	"BA_1"	"Art"	"Up_to_1_year"	"<10k-100k"	1995	"female"	20	"Art"	"SSHA"	0	0
"g95"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	6	3	2	"higher_edu"	"higher_edu"	"BA_1"	"Art"	"Up_to_1_year"	">500k"	1993	"female"	22	"Art"	"SSHA"	0	0
"g96"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_1"	"Art"	"Up_to_1_year"	">500k"	1995	"female"	20	"Art"	"SSHA"	0	0
"g97"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	5	3	3	"vocational"	"high_school"	"BA_1"	"Art"	"Up_to_1_year"	"<10k-100k"	1995	"female"	20	"Art"	"SSHA"	0	0
"g98"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	2	4	4	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g99"	"Disagree"	NA	"Disagree"	"Agree"	NA	"Disagree"	"Agree"	NA	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	NA	"DontKnow"	"DontKnow"	"Agree"	"Agree"	NA	NA	0	NA	NA	NA	0	NA	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	NA	NA	NA	1	NA	NA	3	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"100k-500k"	1994	"male"	21	"EBMF"	"EBMF"	1	1
"g100"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	3	3	"high_school"	"high_school"	"BA_2"	"Finance"	"No_experience"	"<10k-100k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g101"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	5	3	3	NA	NA	"BA_2"	"Finance"	"1_year+"	NA	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g102"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	3	2	2	"high_school"	"higher_edu"	"BA_2"	"Finance"	"1_year+"	"<10k-100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g103"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	7	3	3	"vocational"	"vocational"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g104"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	3	3	2	"vocational"	"vocational"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g105"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	3	3	2	"high_school"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	"100k-500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
